basic_std,table,column,label,order,type,length,displayformat,xmldatatype,xmlcodelist,xmlcodelist_multi,core,origin,role,term,algorithm,qualifiers,comment,IGcomment,class_table,class_column,map_var_flag,fixed_mapping,include_in_raw,nn_internal,value_lvl_where_cols,value_lvl_label_col,value_lvl_collect_ct_val,value_lvl_ct_cdlist_id_col,enrich_build_order,enrich_rule,xmlcodelistvalues
,AG,AGSTTPT,Start Reference Time Point,490,C,40,,text,,,Perm,,Timing,,,UPPERCASE,,,TIMING,__STTPT,Y,,Y,,,,,,,,
,AG,AGENRTPT,End Relative to Reference Time Point,500,C,40,,text,STENRF,,Perm,,Timing,(STENRF),,UPPERCASE,,,TIMING,__ENRTPT,Y,,Y,,,,,,,,
,AG,AGENTPT,End Reference Time Point,510,C,40,,text,,,Perm,,Timing,,,UPPERCASE,,,TIMING,__ENTPT,Y,,Y,,,,,,,,
Y,APAE,STUDYID,Study Identifier,10,C,40,,text,,,Req,Protocol,Identifier,,,UPPERCASE,,Unique identifier for a study.,IDENTIFIERS,STUDYID,*,,Y,,,,,,,,
Y,APAE,DOMAIN,Domain Abbreviation,20,C,8,,text,,,Req,Assigned,Identifier,,,UPPERCASE,,"Four-character abbreviation for the domain, AP--.",IDENTIFIERS,DOMAIN,*,,Y,,,,,,70,sdtme_std_qnam_v$$,
Y,APAE,APID,Associated Persons Identifier,30,C,60,,text,,,Req,,Identifier,,,UPPERCASE,,"Identifier for a single associated person, a group of associated persons, or a pool of associated persons. If APID identifies a pool, POOLDEF records must exist for each associated person.",IDENTIFIERS,APID,Y,,Y,,,,,,,,
Y,APAE,AESEQ,Sequence Number,40,N,8,,integer,,,Req,Assigned,Identifier,,,,,Sequence number to ensure uniqueness of records within a domain for associated persons. Unique within APID within the domain.,IDENTIFIERS,__SEQ,*,,Y,,,,,,,,
Y,APAE,RSUBJID,Related Subject,50,C,60,,text,,,Exp,,Identifier,,,UPPERCASE,,Identifier for a related study subject or pool of study subjects. The subject(s) may be human or animal. RSUBJID will be populated with the USUBJID of the related subject or the POOLID of the related pool. RSUBJID will be null for data about associated persons who are related to the study but not to any of the study subjects.,IDENTIFIERS,RSUBJID,Y,,Y,,,,,,,,
,APAE,APAESPID,Sponsor-Defined Identifier,60,C,40,,text,,,Perm,Assigned,Identifier,,,UPPERCASE,"System generated unique identifier, required for Enriched SDTM generation.",,IDENTIFIERS,__SPID,*,,Y,Y,,,,,,,
Y,APAE,RDEVID,Related Device,70,C,40,,text,,,Perm,,RecordQualifier,,,UPPERCASE,,Identifier for a related device. RDEVID will be populated with the SPDEVID of the related device.,IDENTIFIERS,RDEVID,Y,,Y,,,,,,,,
Y,APAE,SREL,"Subject, Device, or Study Relationship",80,C,40,,text,RELSUB,,Req,,RecordQualifier,(RELSUB),,UPPERCASE,,"If RSUBJID is populated, describes the relationship of the associated person(s) identified in APID to the subject or pool identified in RSUBJID. If RDEVID is populated, describes the relationship of the associated person(s) identified in APID to the device identified in RDEVID. If RSUBJID and RDEVID are null, SREL describes the relationship of the associated person(s) identified in APID to the study identified in STUDYID.",IDENTIFIERS,SREL,Y,,Y,,,,,,,,
,APAE,USUBJID,Unique Subject Identifier,90,C,60,,text,,,Req,Assigned,Identifier,,,UPPERCASE,Concatenation of STUDYID and DM.SUBJID (This is a variable for internal system use),Identifier used to uniquely identify a subject across all studies for all applications or submissions involving the product.,IDENTIFIERS,USUBJID,*,,Y,Y,,,,,,,
,APAE,AEGRPID,Group ID,100,C,60,,text,,,Perm,,Identifier,,,UPPERCASE,,Used to tie together a block of related records in a single domain for a subject.,IDENTIFIERS,__GRPID,Y,,Y,,,,,,,,
,APAE,AEREFID,Reference ID,110,C,40,,text,,,Perm,,Identifier,,,UPPERCASE,,Internal or external identifier such as a serial number on an SAE reporting form.,IDENTIFIERS,__REFID,Y,,Y,,,,,,,,
Y,APAE,AESPID,Sponsor-Defined Identifier,120,C,40,,text,,,Perm,Assigned,Identifier,,,UPPERCASE,Sponsor-defined identifier. Example: pre-printed line identifier on a Concomitant Medications page.,Sponsor-defined identifier. Example: pre-printed line identifier on a Concomitant Medications page.,IDENTIFIERS,__SPID,*,,Y,,,,,,,,
,APAE,AELNKID,Link ID,130,C,40,,text,,,Perm,Assigned,Identifier,,,UPPERCASE,,Identifier used to link related records across domains. This may be a one-to- one or a one-to-many relationship. For Example: A single tumor may have multiple measurements/assessments performed at each study visit.,IDENTIFIERS,__LNKID,Y,,Y,,,,,,,,
,APAE,AELNKGRP,Link Group ID,140,C,40,,text,,,Perm,Assigned,Identifier,,,UPPERCASE,,Identifier used to link related records across domains. This will usually be a many-to-one relationship. For example: Multiple tumor measurements/assessments will contribute to a single response to therapy determination record.,IDENTIFIERS,__LNKGRP,Y,,Y,,,,,,,,
,APAE,AETERM,Reported Term for the Adverse Event,150,C,200,,text,,,Req,,Topic,,,UPPERCASE,,Verbatim name of the event.,EVENTS,__TERM,Y,,Y,,,,,,,,
,APAE,AEMODIFY,Modified Reported Term,160,C,200,,text,,,Perm,,SynonymQualifier,,,UPPERCASE,,"If AETERM is modified to facilitate coding, then AEMODIFY will contain the modified text.",EVENTS,__MODIFY,Y,,Y,,,,,,,,
,APAE,AELLT,Lowest Level Term,170,C,200,,text,,,Exp,Assigned,VariableQualifier,MedDRA,,MIXEDCASE,,Dictionary-derived text description of the Lowest Level Term.,EVENTS,__LLT,,,,,,,,,30,sdtme_std_cd_v$$,
,APAE,AELLTCD,Lowest Level Term Code,180,N,8,,integer,,,Exp,Assigned,VariableQualifier,MedDRA,,,,Dictionary-derived code for the Lowest Level Term.,EVENTS,__LLTCD,Y,,Y,,,,,,30,sdtme_std_cd_v$$,
,APAE,AEDECOD,Dictionary-Derived Term,190,C,200,,text,,,Req,Assigned,SynonymQualifier,MedDRA,,MIXEDCASE,,Dictionary-derived text description of AETERM or AEMODIFY. Equivalent to the Preferred Term (PT in MedDRA). The sponsor is expected to provide the dictionary name and version used to map the terms utilizing the define.xml external codelist attributes.,EVENTS,__DECOD,,,,,,,,,30,sdtme_std_cd_v$$,
,APAE,AEPTCD,Preferred Term Code,200,N,8,,integer,,,Exp,Assigned,VariableQualifier,MedDRA,,,,Dictionary-derived code for the Preferred Term.,EVENTS,__PTCD,,,,,,,,,30,sdtme_std_cd_v$$,
,APAE,AEHLT,High Level Term,210,C,200,,text,,,Exp,Assigned,VariableQualifier,MedDRA,,MIXEDCASE,,Dictionary-derived text description of the High Level Term for the primary System Organ Class.,EVENTS,__HLT,,,,,,,,,30,sdtme_std_cd_v$$,
,APAE,AEHLTCD,High Level Term Code,220,N,8,,integer,,,Exp,Assigned,VariableQualifier,MedDRA,,,,Dictionary-derived code for the High Level Term for the primary System Organ Class.,EVENTS,__HLTCD,,,,,,,,,30,sdtme_std_cd_v$$,
,APAE,AEHLGT,High Level Group Term,230,C,200,,text,,,Exp,Assigned,VariableQualifier,MedDRA,,MIXEDCASE,,Dictionary-derived text description of the High Level Group Term for the primary System Organ Class.,EVENTS,__HLGT,,,,,,,,,30,sdtme_std_cd_v$$,
,APAE,AEHLGTCD,High Level Group Term Code,240,N,8,,integer,,,Exp,Assigned,VariableQualifier,MedDRA,,,,Dictionary-derived code for the High Level Group Term for the primary System Organ Class.,EVENTS,__HLGTCD,,,,,,,,,30,sdtme_std_cd_v$$,
,APAE,AECAT,Category for Adverse Event,250,C,60,,text,,,Perm,Assigned,GroupingQualifier,*,,UPPERCASE,,"Used to define a category of related records. Example: BLEEDING, NEUROPSYCHIATRIC.",EVENTS,__CAT,Y,,Y,,,,,,,,
,APAE,AESCAT,Subcategory for Adverse Event,260,C,60,,text,,,Perm,Assigned,GroupingQualifier,*,,UPPERCASE,,A further categorization of adverse event. Example: NEUROLOGIC.,EVENTS,__SCAT,Y,,Y,,,,,,,,
,APAE,AEPRESP,Pre-Specified Adverse Event,270,C,2,,text,NY,,Perm,,VariableQualifier,(NY),,UPPERCASE,,"A value of ""Y"" indicates that this adverse event was pre-specified on the CRF. Values are null for spontaneously reported events (i.e., those collected as free- text verbatim terms)",EVENTS,__PRESP,Y,,Y,,,,,,,,Y
,APAE,AEBODSYS,Body System or Organ Class,280,C,200,,text,,,Exp,Assigned,RecordQualifier,MedDRA,,MIXEDCASE,,"Dictionary derived. Body system or organ class used by the sponsor from the coding dictionary (e.g., MedDRA). When using a multi-axial dictionary such as MedDRA, this should contain the SOC used for the sponsor's analyses and summary tables which may not necessarily be the primary SOC.",EVENTS,__BODSYS,,,,,,,,,30,sdtme_std_cd_v$$,
,APAE,AEBDSYCD,Body System or Organ Class Code,290,N,8,,integer,,,Exp,Assigned,VariableQualifier,MedDRA,,,,"Dictionary derived. Code for the body system or organ class used by the sponsor. When using a multi-axial dictionary such as MedDRA, this should contain the SOC used for the sponsor's analyses and summary tables, which may not necessarily be the primary SOC.",EVENTS,__BDSYCD,,,,,,,,,30,sdtme_std_cd_v$$,
,APAE,AESOC,Primary System Organ Class,300,C,200,,text,,,Exp,Assigned,VariableQualifier,MedDRA,,MIXEDCASE,,Dictionary-derived text description of the primary System Organ Class. Will be the same as AEBODSYS if the primary SOC was used for analysis.,EVENTS,__SOC,,,,,,,,,30,sdtme_std_cd_v$$,
,APAE,AESOCCD,Primary System Organ Class Code,310,N,8,,integer,,,Exp,Assigned,VariableQualifier,MedDRA,,,,Dictionary-derived code for the primary System Organ Class. Will be the same as AEBDSYCD if the primary SOC was used for analysis.,EVENTS,__SOCCD,,,,,,,,,30,sdtme_std_cd_v$$,
,APAE,AELOC,Location of Event,320,C,100,,text,LOC,,Perm,,RecordQualifier,(LOC),,UPPERCASE,,"Describes anatomical location relevant for the event (e.g., ARM for skin rash).",EVENTS,__LOC,Y,,Y,,,,,,,,
,APAE,AESEV,Severity/Intensity,330,C,80,,text,AESEV,,Perm,,RecordQualifier,(AESEV),,UPPERCASE,,"The severity or intensity of the event. Examples: MILD, MODERATE, SEVERE.",EVENTS,__SEV,Y,,Y,,,,,,,,
,APAE,AESER,Serious Event,340,C,2,,text,NY,,Exp,,RecordQualifier,(NY),,UPPERCASE,,Is this a serious event?,EVENTS,__SER,Y,,Y,,,,,,,,
,APAE,AEACN,Action Taken with Study Treatment,350,C,40,,text,ACN,,Exp,,RecordQualifier,(ACN),,UPPERCASE,,"Describes changes to the study treatment as a result of the event. AEACN is specifically for the relationship to study treatment. AEACNOTH is for actions unrelated to dose adjustments of study treatment. Examples of AEACN values include ICH E2B values: DRUG WITHDRAWN, DOSE REDUCED, DOSE INCREASED, DOSE NOT CHANGED, UNKNOWN or NOT APPLICABLE.",EVENTS,__ACN,,,,,,,,,,,
,APAE,AEACNOTH,Other Action Taken,360,C,200,,text,,,Perm,,RecordQualifier,,,UPPERCASE,,"Describes other actions taken as a result of the event that are unrelated to dose adjustments of study treatment. Usually reported as free text. Example: ""TREATMENT UNBLINDED. PRIMARY CARE PHYSICIAN NOTIFIED.""",EVENTS,__ACNOTH,Y,,Y,,,,,,,,
,APAE,AEREL,Causality,370,C,80,,text,AEREL,,Exp,,RecordQualifier,*,,UPPERCASE,,"Records the investigator's opinion as to the causality of the event to the treatment. ICH E2A and E2B examples include NOT RELATED, UNLIKELY RELATED, POSSIBLY RELATED, RELATED. Controlled Terminology may be defined in the future. Check with regulatory authority for population of this variable.",EVENTS,__REL,,,,,,,,,,,
,APAE,AERELNST,Relationship to Non-Study Treatment,380,C,40,,text,,,Perm,,RecordQualifier,,,UPPERCASE,,"Records the investigator's opinion as to whether the event may have been due to a treatment other than study drug. May be reported as free text. Example: ""MORE LIKELY RELATED TO ASPIRIN USE."".",EVENTS,__RELNST,,,,,,,,,,,
,APAE,AEPATT,Pattern of Adverse Event,390,C,80,,text,,,Perm,,RecordQualifier,*,,UPPERCASE,,"Used to indicate the pattern of the event over time. Examples: INTERMITTENT, CONTINUOUS, SINGLE EVENT.",EVENTS,__PATT,,,,,,,,,,,
,APAE,AEOUT,Outcome of Adverse Event,400,C,40,,text,OUT,,Perm,,RecordQualifier,(OUT),,UPPERCASE,,Description of the outcome of an event.,EVENTS,__OUT,Y,,Y,,,,,,,,
,APAE,AESCAN,Involves Cancer,410,C,2,,text,NY,,Perm,,RecordQualifier,(NY),,UPPERCASE,,Was the serious event associated with the development of cancer?,EVENTS,__SCAN,,,,,,,,,,,
,APAE,AESCONG,Congenital Anomaly or Birth Defect,420,C,2,,text,NY,,Perm,,RecordQualifier,(NY),,UPPERCASE,,Was the serious event associated with congenital anomaly or birth defect?,EVENTS,__SCONG,Y,,Y,,,,,,,,
,APAE,AESDISAB,Persist or Signif Disability/Incapacity,430,C,2,,text,NY,,Perm,,RecordQualifier,(NY),,UPPERCASE,,Did the serious event result in persistent or significant disability/incapacity?,EVENTS,__SDISAB,Y,,Y,,,,,,,,
,APAE,AESDTH,Results in Death,440,C,2,,text,NY,,Perm,Derived,RecordQualifier,(NY),If AE record exists with AEOUT=FATAL then AESDTH=Y,UPPERCASE,,Did the serious event result in death?,EVENTS,__SDTH,Y,,Y,,,,,,,,
,APAE,AESHOSP,Requires or Prolongs Hospitalization,450,C,2,,text,NY,,Perm,,RecordQualifier,(NY),,UPPERCASE,,Did the serious event require or prolong hospitalization?,EVENTS,__SHOSP,Y,,Y,,,,,,,,
,APAE,AESLIFE,Is Life Threatening,460,C,2,,text,NY,,Perm,,RecordQualifier,(NY),,UPPERCASE,,Was the serious event life threatening?,EVENTS,__SLIFE,Y,,Y,,,,,,,,
,APAE,AESOD,Occurred with Overdose,470,C,2,,text,NY,,Perm,,RecordQualifier,(NY),,UPPERCASE,,Did the serious event occur with an overdose?,EVENTS,__SOD,,,,,,,,,,,
,APAE,AESMIE,Other Medically Important Serious Event,480,C,2,,text,NY,,Perm,,RecordQualifier,(NY),,UPPERCASE,,Do additional categories for seriousness apply?,EVENTS,__SMIE,Y,,Y,,,,,,,,
,APAE,AECONTRT,Concomitant or Additional Trtmnt Given,490,C,2,,text,NY,,Perm,,RecordQualifier,(NY),,UPPERCASE,,Was another treatment given because of the occurrence of the event?,EVENTS,__CONTRT,,,,,,,,,,,
,APAE,AETOXGR,Standard Toxicity Grade,500,C,80,,text,,,Perm,,RecordQualifier,*,,UPPERCASE,,"Toxicity grade according to a standard toxicity scale such as Common Terminology Criteria for Adverse Events v3.0 (CTCAE). Sponsor should specify name of the scale and version used in the metadata (see Assumption 6d). If value is from a numeric scale, represent only the number (e.g., ""2"" and not ""Grade 2"").",EVENTS,__TOXGR,Y,,Y,,,,,,,,
,APAE,AEEPRELI,Epi/Pandemic Related Indicator,510,C,2,,text,NY,,Perm,,RecordQualifier,(NY),,UPPERCASE,,Non-standard Variable from Guidance for Ongoing Studies Disrupted by COVID-19 Pandemic Version 1.0,NSV,__EPRELI,Y,,Y,,,,,,80,sdtme_std_epreli_v$$,Y
,APAE,ETCD,Element Code,520,C,8,,text,,,Req,Assigned,RecordQualifier,*,,UPPERCASE,Set based on the SE domain,"ETCD (the companion to ELEMENT) is limited to 8 characters and does not have special character restrictions. These values should be short for ease of use in programming, but it is not expected that ETCD will need to serve as a variable name.",NN DEFINED,ETCD,,,,,,,,,50,sdtme_std_etcd_v$$,
,APAE,ELEMENT,Description of Element,530,C,40,,text,,,Req,Protocol,RecordQualifier,*,,UPPERCASE,Set based on the SE domain,The name of the Element.,NN DEFINED,ELEMENT,,,,,,,,,50,sdtme_std_etcd_v$$,
,APAE,EPOCH,Epoch,540,C,40,,text,EPOCH,,Perm,Protocol,Timing,(EPOCH),,UPPERCASE,Set based on the SE domain,"Epoch associated with the start date/time of the observation, or the date/time of collection if start date/time is not collected. (See Section 3.2.2).",TIMING,EPOCH,,,,,,,,,40,sdtme_std_epoch_v$$,
,APAE,AESTDTC,Start Date/Time of Adverse Event,550,C,64,,datetime,,,Exp,,Timing,ISO 8601,,UPPERCASE DATETIME,,,TIMING,__STDTC,Y,,Y,,,,,,,,
,APAE,AEENDTC,End Date/Time of Adverse Event,560,C,64,,datetime,,,Exp,,Timing,ISO 8601,,UPPERCASE DATETIME,,,TIMING,__ENDTC,Y,,Y,,,,,,,,
,APAE,AESTDY,Study Day of Start of Adverse Event,570,N,8,,integer,,,Perm,Derived,Timing,,"Calculation: = AESTDTC - RFSTDTC+1 if AESTDTC is on or after RFSTDTC,AESTDTC - RFSTDTC if AESTDTC precedes RFSTDTC",,,Study day of start of adverse event relative to the sponsor-defined RFSTDTC.,TIMING,__STDY,,,,,,,,,10,sdtme_std_dy_v$$,
,APAE,AEENDY,Study Day of End of Adverse Event,580,N,8,,integer,,,Perm,Derived,Timing,,"Calculation: = AEENDTC - RFSTDTC+1 if AEENDTC is on or after RFSTDTC,AEENDTC - RFSTDTC if AEENDTC precedes RFSTDTC",,,Study day of end of event relative to the sponsor-defined RFSTDTC.,TIMING,__ENDY,,,,,,,,,10,sdtme_std_dy_v$$,
,APAE,AEDUR,Duration of Adverse Event,590,C,64,,text,,,Perm,,Timing,ISO 8601,,UPPERCASE DURATION,,"Collected duration and unit of an adverse event. Used only if collected on the CRF and not derived from start and end date/times. Example: P1DT2H (for 1 day, 2 hours).",TIMING,__DUR,Y,,Y,,,,,,,,
,APAE,AEENRF,End Relative to Reference Period,600,C,20,,text,STENRF,,Perm,,Timing,(STENRF),,UPPERCASE,,Describes the end of the event relative to the sponsor-defined reference period. The sponsor-defined reference period is a continuous period of time defined by a discrete starting point (RFSTDTC) and a discrete ending point (RFENDTC) of the trial. This variable is proposed for deletion post SDTM V1.4.,TIMING,__ENRF,Y,,Y,,,,,,,,
,APAE,AESTRTPT,Start Relative to Reference Time Point,610,C,40,,text,STENRF,,Perm,Assigned,Timing,(STENRF),,UPPERCASE,,,TIMING,__STRTPT,Y,,Y,,,,,,,,
,APAE,AESTTPT,Start Reference Time Point,620,C,40,,text,,,Perm,Assigned,Timing,,,UPPERCASE,,,TIMING,__STTPT,Y,,Y,,,,,,,,
,APAE,AEENRTPT,End Relative to Reference Time Point,630,C,40,,text,STENRF,,Perm,Assigned,Timing,(STENRF),,UPPERCASE,,Identifies the end of the event as being before or after the reference time point defined by variable AEENTPT.,TIMING,__ENRTPT,Y,,Y,,,,,,,,
,APAE,AEENTPT,End Reference Time Point,640,C,40,,text,,,Perm,Assigned,Timing,,,UPPERCASE,,"Description of date/time in ISO 8601 character format of the reference point referred to by AEENRTPT. Examples: ""2003-12-25"" or ""VISIT 2"".",TIMING,__ENTPT,Y,,Y,,,,,,,,
,APAE,AEACNDEV,Action Taken with Device,650,C,80,,text,AEACNDEV,,Perm,,RecordQualifier,*,,UPPERCASE,,"Action taken with respect to a device in a study, which may or may not be the device under study",EVENTS,__ACNDEV,,,,,,,,,,,
,APCE,CDMS_SUB_EVT_NUM,CDMS Repeat Sequence Number,10,N,8,,integer,,,Perm,,RecordQualifier,,,,,,NN DEFINED,CDMS_SUB_EVT_NUM,,src.cdms_sub_evt_num,Y,Y,,,,,,,
,APCE,TOPIC_CD,CDW Topic Code,20,C,80,,text,,,Perm,,Topic,,,,,,NN DEFINED,TOPIC_CD,,src.topic_cd,Y,Y,,,,,,,
Y,APCE,STUDYID,Study Identifier,30,C,40,,text,,,Req,Protocol,Identifier,,,UPPERCASE,,Unique identifier for a study.,IDENTIFIERS,STUDYID,*,,Y,,,,,,,,
Y,APCE,DOMAIN,Domain Abbreviation,40,C,8,,text,,,Req,Assigned,Identifier,,,UPPERCASE,,"Four-character abbreviation for the domain, AP--.",IDENTIFIERS,DOMAIN,*,,Y,,,,,,,,
Y,APCE,APID,Associated Persons Identifier,50,C,60,,text,,,Req,,Identifier,,,UPPERCASE,,"Identifier for a single associated person, a group of associated persons, or a pool of associated persons. If APID identifies a pool, POOLDEF records must exist for each associated person.",IDENTIFIERS,APID,Y,,Y,,,,,,,,
Y,APCE,CESEQ,Sequence Number,60,N,8,,integer,,,Req,Assigned,Identifier,,,,,Sequence number to ensure uniqueness of records within a domain for associated persons. Unique within APID within the domain.,IDENTIFIERS,__SEQ,*,,Y,,,,,,,,
Y,APCE,RSUBJID,Related Subject,70,C,60,,text,,,Exp,,Identifier,,,UPPERCASE,,Identifier for a related study subject or pool of study subjects. The subject(s) may be human or animal. RSUBJID will be populated with the USUBJID of the related subject or the POOLID of the related pool. RSUBJID will be null for data about associated persons who are related to the study but not to any of the study subjects.,IDENTIFIERS,RSUBJID,Y,,Y,,,,,,,,
,APCE,APCESPID,Sponsor-Defined Identifier,80,C,40,,text,,,Perm,Assigned,Identifier,,,UPPERCASE,"System generated unique identifier, required for Enriched SDTM generation.",,IDENTIFIERS,__SPID,*,,Y,Y,,,,,,,
Y,APCE,RDEVID,Related Device,90,C,40,,text,,,Perm,,RecordQualifier,,,UPPERCASE,,Identifier for a related device. RDEVID will be populated with the SPDEVID of the related device.,IDENTIFIERS,RDEVID,Y,,Y,,,,,,,,
Y,APCE,SREL,"Subject, Device, or Study Relationship",100,C,40,,text,RELSUB,,Req,,RecordQualifier,(RELSUB),,UPPERCASE,,"If RSUBJID is populated, describes the relationship of the associated person(s) identified in APID to the subject or pool identified in RSUBJID. If RDEVID is populated, describes the relationship of the associated person(s) identified in APID to the device identified in RDEVID. If RSUBJID and RDEVID are null, SREL describes the relationship of the associated person(s) identified in APID to the study identified in STUDYID.",IDENTIFIERS,SREL,Y,,Y,,,,,,,,
,APCE,USUBJID,Unique Subject Identifier,110,C,60,,text,,,Req,Assigned,Identifier,,,UPPERCASE,Concatenation of STUDYID and DM.SUBJID (This is a variable for internal system use),Identifier used to uniquely identify a subject across all studies for all applications or submissions involving the product.,NN DEFINED,USUBJID,*,,Y,Y,,,,,,,
,APCE,CEGRPID,Group ID,120,C,60,,text,,,Perm,,Identifier,,,UPPERCASE,,Used to tie together a block of related records for a subject within a domain.,IDENTIFIERS,__GRPID,Y,,Y,,,,,,,,
,APCE,CEREFID,Reference ID,130,C,40,,text,,,Perm,,Identifier,,,UPPERCASE,,Internal or external identifier.,IDENTIFIERS,__REFID,Y,,Y,,,,,,,,
Y,APCE,CESPID,Sponsor-Defined Identifier,140,C,40,,text,,,Perm,Assigned,Identifier,,,UPPERCASE,Sponsor-defined identifier. Example: pre-printed line identifier on a Concomitant Medications page.,Sponsor-defined identifier. Example: pre-printed line identifier on a Concomitant Medications page.,IDENTIFIERS,__SPID,*,,Y,,,,,,,,
