TOPIC_CD,adam_param_code,SDTM_DOMAIN,activity,activity_instance,specimen,laterality,location,legacy_description,sub_domain_class,GENERAL_DOMAIN_CLASS,stdm_codelist,sdtm_variable,sdtm_cat,sdtm_sub_cat,std_unit,unit_dimension,molecular_weight,si_unit,us_conv_unit
SYMPTOM OF UNSTABLE ANGINA PECTORIS 1,SYMUNMI1,ZA,Symptom of Unstable Angina Pectoris 1,Symptom of Unstable Angina Pectoris 1,,,,Sponsor defined: Used for Event Adjudication,CATEGORIC FINDING,FINDINGS,ZATESTCD,SYMUNMI1,EVENT ADJUDICATION,,,,,,
SYMPTOM OF UNSTABLE ANGINA PECTORIS 2,SYMUNMI2,ZA,Symptom of Unstable Angina Pectoris 2,Symptom of Unstable Angina Pectoris 2,,,,Sponsor defined: Used for Event Adjudication,CATEGORIC FINDING,FINDINGS,ZATEST,Symptom of Unstable Angina Pectoris 2,EVENT ADJUDICATION,,,,,,
SYMPTOM OF UNSTABLE ANGINA PECTORIS 2,SYMUNMI2,ZA,Symptom of Unstable Angina Pectoris 2,Symptom of Unstable Angina Pectoris 2,,,,Sponsor defined: Used for Event Adjudication,CATEGORIC FINDING,FINDINGS,ZATESTCD,SYMUNMI2,EVENT ADJUDICATION,,,,,,
SYMPTOM OF UNSTABLE ANGINA PECTORIS 3,SYMUNMI3,ZA,Symptom of Unstable Angina Pectoris 3,Symptom of Unstable Angina Pectoris 3,,,,Sponsor defined: Used for Event Adjudication,CATEGORIC FINDING,FINDINGS,ZATEST,Symptom of Unstable Angina Pectoris 3,EVENT ADJUDICATION,,,,,,
SYMPTOM OF UNSTABLE ANGINA PECTORIS 3,SYMUNMI3,ZA,Symptom of Unstable Angina Pectoris 3,Symptom of Unstable Angina Pectoris 3,,,,Sponsor defined: Used for Event Adjudication,CATEGORIC FINDING,FINDINGS,ZATESTCD,SYMUNMI3,EVENT ADJUDICATION,,,,,,
SYMPTOM OF UNSTABLE ANGINA PECTORIS 4,SYMUNMI4,ZA,Symptom of Unstable Angina Pectoris 4,Symptom of Unstable Angina Pectoris 4,,,,Sponsor defined: Used for Event Adjudication,CATEGORIC FINDING,FINDINGS,ZATEST,Symptom of Unstable Angina Pectoris 4,EVENT ADJUDICATION,,,,,,
SYMPTOM OF UNSTABLE ANGINA PECTORIS 4,SYMUNMI4,ZA,Symptom of Unstable Angina Pectoris 4,Symptom of Unstable Angina Pectoris 4,,,,Sponsor defined: Used for Event Adjudication,CATEGORIC FINDING,FINDINGS,ZATESTCD,SYMUNMI4,EVENT ADJUDICATION,,,,,,
THROMBOCYTES_BLOOD,PLATB,LB,Platelets,Thrombocytes,BLOOD,,,"CDISC code: C51951
CDISC submission value: PLAT
CDISC synonym(s): Platelets
CDISC Description: A measurement of the platelets in a biological specimen.
NCI preferred term: Platelet Count",NUMERIC FINDING,FINDINGS,LBTEST,Platelets,HAEMATOLOGY,,10^9/L,CELL COUNT,,10^9/L,1/mm^3
TM01_01_PAIN_FREE_WALKING_DISTANCE_ON_FLAT_TREADMILL,TM0101,FT,Treadmill - Pain-Free Walking Distance on Flat Treadmill,Treadmill - Pain-Free Walking Distance on Flat Treadmill,,,,Treadmill assessments - Pain-free walking distance on flat treadmill,NUMERIC FINDING,FINDINGS,FTTC_TM01,TM0101,TREADMILL,,m,LENGTH,,,
TM01_01_PAIN_FREE_WALKING_DISTANCE_ON_FLAT_TREADMILL,TM0101,FT,Treadmill - Pain-Free Walking Distance on Flat Treadmill,Treadmill - Pain-Free Walking Distance on Flat Treadmill,,,,Treadmill assessments - Pain-free walking distance on flat treadmill,NUMERIC FINDING,FINDINGS,FTTN_TM01,TM01-Pain-Free Walk Distance Flat,TREADMILL,,m,LENGTH,,,
TM01_02_PAIN_FREE_WALKING_DISTANCE_ON_INCLINED_TREADMILL,TM0102,FT,Treadmill - Pain-Free Walking Distance on Inclined Treadmill,Treadmill - Pain-Free Walking Distance on Inclined Treadmill,,,,Treadmill assessments - Pain-free walking distance on inclined treadmill,NUMERIC FINDING,FINDINGS,FTTC_TM01,TM0102,TREADMILL,,m,LENGTH,,,
TM01_02_PAIN_FREE_WALKING_DISTANCE_ON_INCLINED_TREADMILL,TM0102,FT,Treadmill - Pain-Free Walking Distance on Inclined Treadmill,Treadmill - Pain-Free Walking Distance on Inclined Treadmill,,,,Treadmill assessments - Pain-free walking distance on inclined treadmill,NUMERIC FINDING,FINDINGS,FTTN_TM01,TM01-Pain-Free Walk Distance Inclined,TREADMILL,,m,LENGTH,,,
TM01_03_MAX_WALKING_DISTANCE_ON_INCLINED_TREADMILL,TM0103,FT,Treadmill - Max Walking Distance on Inclined Treadmill,Treadmill - Max Walking Distance on Inclined Treadmill,,,,Treadmill assessments - Max. walking distance on inclined treadmill,NUMERIC FINDING,FINDINGS,FTTC_TM01,TM0103,TREADMILL,,m,LENGTH,,,
TM01_03_MAX_WALKING_DISTANCE_ON_INCLINED_TREADMILL,TM0103,FT,Treadmill - Max Walking Distance on Inclined Treadmill,Treadmill - Max Walking Distance on Inclined Treadmill,,,,Treadmill assessments - Max. walking distance on inclined treadmill,NUMERIC FINDING,FINDINGS,FTTN_TM01,TM01-Max Walking Distance Inclined,TREADMILL,,m,LENGTH,,,
TOAST_CLASSIFICATION,TOASTCL,ZA,TOAST Classification,TOAST Classification,,,,"Ischemic stroke classification according to the Trial of Org 10172 in Acute Stroke Treatment (TOAST) classification (Table 1) The classification is based on clinical features and on data collected by test results such as brain imaging (CT/CTA/MRI/MRA), cardiac imaging (transthoracal echocardiography, transoesophageal echocardiography, 24-hour Holter monitoring, cardiac CT), duplex ultrasound scanning of extracranial arteries, arteriography, and laboratory assessments for a prothrombotic state.",CATEGORIC FINDING,FINDINGS,ZATEST,TOAST Classification,EVENT ADJUDICATION,,,,,,
TOAST_CLASSIFICATION,TOASTCL,ZA,TOAST Classification,TOAST Classification,,,,"Ischemic stroke classification according to the Trial of Org 10172 in Acute Stroke Treatment (TOAST) classification (Table 1) The classification is based on clinical features and on data collected by test results such as brain imaging (CT/CTA/MRI/MRA), cardiac imaging (transthoracal echocardiography, transoesophageal echocardiography, 24-hour Holter monitoring, cardiac CT), duplex ultrasound scanning of extracranial arteries, arteriography, and laboratory assessments for a prothrombotic state.",CATEGORIC FINDING,FINDINGS,ZATESTCD,TOASTCL,EVENT ADJUDICATION,,,,,,
TOTAL_PROTEIN_SERUM,PROTS,LB,Protein,Total Protein,SERUM,,,"CDISC submission value: PROT
CDISC code: C64858
CDISC synonym: Protein
CDISC: A measurement of a group of complex organic macromolecules composed of one or more alpha-L-amino acid chains in a biological specimen.",NUMERIC FINDING,FINDINGS,LBTEST,Protein,BIOCHEMISTRY,,g/dL,CONCENTRATION,,g/L,
TYPE OF HEART FAILURE,TYHHEAFA,ZA,Type of Heart Failure,Type of Heart Failure,,,,Sponsor defined: Used for Event Adjudication,CATEGORIC FINDING,FINDINGS,ZATEST,Type of Heart Failure,EVENT ADJUDICATION,,,,,,
TYPE OF HEART FAILURE,TYHHEAFA,ZA,Type of Heart Failure,Type of Heart Failure,,,,Sponsor defined: Used for Event Adjudication,CATEGORIC FINDING,FINDINGS,ZATESTCD,TYHHEAFA,EVENT ADJUDICATION,,,,,,
TYPE OF MYOCARDIAL INFARCTION,TYMYOINF,ZA,Type of Myocardial Infarction,Type of Myocardial Infarction,,,,Sponsor defined: Used for Event Adjudication,CATEGORIC FINDING,FINDINGS,ZATEST,Type of Myocardial Infarction,EVENT ADJUDICATION,,,,,,
TYPE OF MYOCARDIAL INFARCTION,TYMYOINF,ZA,Type of Myocardial Infarction,Type of Myocardial Infarction,,,,Sponsor defined: Used for Event Adjudication,CATEGORIC FINDING,FINDINGS,ZATESTCD,TYMYOINF,EVENT ADJUDICATION,,,,,,
TYPE OF STROKE,TYSTROKE,ZA,Type of Stroke,Type of Stroke,,,,Sponsor defined: Used for Event Adjudication,CATEGORIC FINDING,FINDINGS,ZATEST,Type of Stroke,EVENT ADJUDICATION,,,,,,
TYPE OF STROKE,TYSTROKE,ZA,Type of Stroke,Type of Stroke,,,,Sponsor defined: Used for Event Adjudication,CATEGORIC FINDING,FINDINGS,ZATESTCD,TYSTROKE,EVENT ADJUDICATION,,,,,,
T_LEUCOCYTES_C_BLOOD,WBCB,LB,Leukocytes,Leukocytes,BLOOD,,,"CDISC code: C51948
CDISC submission value: WBC
CDISC synonym(s): Leukocytes; White Blood Cells
CDISC Description: A measurement of the leukocytes in a biological specimen.
NCI preferred term: Leukocyte Count",NUMERIC FINDING,FINDINGS,LBTEST,Leukocytes,HAEMATOLOGY,,10^9/L,CELL COUNT,,10^9/L,1/mm^3
UNCONSCIOUS_COMA,UNCOCOMA,ZA,Unconscious/Coma,Unconscious/Coma,,,,Was the subject unconscious/in coma,CATEGORIC FINDING,FINDINGS,ZATEST,Unconscious/Coma,EVENT ADJUDICATION,,,,,,
UNCONSCIOUS_COMA,UNCOCOMA,ZA,Unconscious/Coma,Unconscious/Coma,,,,Was the subject unconscious/in coma,CATEGORIC FINDING,FINDINGS,ZATESTCD,UNCOCOMA,EVENT ADJUDICATION,,,,,,
UNDETERMINED_ETIOLOGY_REASON,UNDETIRE,ZA,Undetermined Etiology Reason,Undetermined Etiology Reason,,,,"If TOAST classification is undetermined cause, Reason for undetermined etiology",CATEGORIC FINDING,FINDINGS,ZATEST,Undetermined Etiology Reason,EVENT ADJUDICATION,,,,,,
UNDETERMINED_ETIOLOGY_REASON,UNDETIRE,ZA,Undetermined Etiology Reason,Undetermined Etiology Reason,,,,"If TOAST classification is undetermined cause, Reason for undetermined etiology",CATEGORIC FINDING,FINDINGS,ZATESTCD,UNDETIRE,EVENT ADJUDICATION,,,,,,
UNDETERM_DEATH_SOURCE_INFO,UNDESOUR,ZA,Details in Source Data,Details in Source Data,,,,Details in source data when outcome is undetermined cause of death,CATEGORIC FINDING,FINDINGS,ZATEST,Details in Source Data,EVENT ADJUDICATION,,,,,,
UNDETERM_DEATH_SOURCE_INFO,UNDESOUR,ZA,Details in Source Data,Details in Source Data,,,,Details in source data when outcome is undetermined cause of death,CATEGORIC FINDING,FINDINGS,ZATESTCD,UNDESOUR,EVENT ADJUDICATION,,,,,,
URINE_CULTURE,URNCULRU,LB,Urine Culture,Urine Culture,URINE,,,"A urine culture is used to diagnose a urinary tract infection (UTI) and to identify the bacteria or yeast.

For Lab codes in AE Requiring Additional Data, there should be no SCATS",TEXTUAL FINDING,FINDINGS,LBTEST,Urine Culture,AE REQUIRING ADDITIONAL DATA,,,,,,
URINE_CULTURE,URNCULRU,LB,Urine Culture,Urine Culture,URINE,,,"A urine culture is used to diagnose a urinary tract infection (UTI) and to identify the bacteria or yeast.

For Lab codes in AE Requiring Additional Data, there should be no SCATS",TEXTUAL FINDING,FINDINGS,LBTESTCD,URNCULTR,AE REQUIRING ADDITIONAL DATA,,,,,,
URINE_MICROSCOPY,URNMICOU,LB,Microscopy,Urine Microscopy,URINE,,,This test looks at a sample of  urine under a microscope.,TEXTUAL FINDING,FINDINGS,LBTEST,Urine Microscopy,AE REQUIRING ADDITIONAL DATA,,,,,,
URINE_MICROSCOPY,URNMICOU,LB,Microscopy,Urine Microscopy,URINE,,,This test looks at a sample of  urine under a microscope.,TEXTUAL FINDING,FINDINGS,LBTESTCD,URNMICRO,AE REQUIRING ADDITIONAL DATA,,,,,,
URINE_SAMPLES_COLLECTED,URINECLU,LB,Have all urine samples been taken,Have all urine samples been taken,URINE,,,"<CodeLists>
<CodeList Value=""LBTEST"" CodeSubmValue=""Have all samples been taken"" SpecimenType=""URINE""></CodeList>
<CodeList Value=""LBTESTCD"" CodeSubmValue=""LBALL""></CodeList>
</CodeLists>
Have all urine samples been taken?",CATEGORIC FINDING,FINDINGS,LBTEST,Have All Samples Been Taken,COLLECTION OF SAMPLES,,,,,,
URINE_SAMPLES_COLLECTED,URINECLU,LB,Have all urine samples been taken,Have all urine samples been taken,URINE,,,"<CodeLists>
<CodeList Value=""LBTEST"" CodeSubmValue=""Have all samples been taken"" SpecimenType=""URINE""></CodeList>
<CodeList Value=""LBTESTCD"" CodeSubmValue=""LBALL""></CodeList>
</CodeLists>
Have all urine samples been taken?",CATEGORIC FINDING,FINDINGS,LBTESTCD,LBALL,COLLECTION OF SAMPLES,,,,,,
UROBILINOGEN_URINE,UROBILU2,LB,Urobilinogen,Urobilinogen,URINE,,,"CDISC:A measurement of the urobilinogen in a biological specimen.
CDISC synonym: Urobilinogen
CDISC preferred term: UROBIL
CDISC code: C64816",CATEGORIC FINDING,FINDINGS,LBTEST,Urobilinogen,URINALYSIS,,,,,,
UROBIL_UR,UROBILU,LB,Urobilinogen,Urobilinogen urine,URINE,,,"Sponsordefined: The investigators evaluation of a  measurement of the urobilinogen in urine.

CDISC Code: C64816
CDISC Submission Value: UROBIL
CDISC Synonym(s): Urobilinogen
CDISC Definition: A measurement of the urobilinogen in a biological specimen.
NCI Preferred Term: Urobilinogen Measurement",CATEGORIC FINDING,FINDINGS,LBTEST,Urobilinogen,URINALYSIS,,,,,,
WAIST_CIRCUMFERENCE,WSTCIR,VS,Waist Circumference,Waist Circumference,,,,"CDISC code: C100948
CDISC submission value: WSTCIR
CDISC synonym(s): Waist Circumference
CDISC Description: The distance around an individual's midsection or waist.
NCI preferred term: Waist Circumference",NUMERIC FINDING,FINDINGS,VSTEST,Waist Circumference,BODY MEASUREMENT,,cm,LENGTH,,cm,in
WBC,WBC,LB,Leukocytes,White Blood Cells,,,,"A measurement of the leukocytes in a biological specimen.
NCI preferred term: Leukocyte Count",NUMERIC FINDING,FINDINGS,LBTEST,Leukocytes,AE REQUIRING ADDITIONAL DATA,,10^9/L,CELL COUNT,,10^9/L,
WBC URINE,WBCU4,LB,Leukocytes,Leukocytes in Urine,URINE,,,"CDISC Code: C65047

A measurement of the leukocytes in a biological specimen.

For Lab codes in AE Requiring Additional Data, there should be no SCATS",TEXTUAL FINDING,FINDINGS,LBTEST,Leukocytes,AE REQUIRING ADDITIONAL DATA,,,,,,
WBC_UR,WBCU2,LB,Leukocytes,Leukocytes in urine,URINE,,,"Sponsordefined: The investigators evaluation of A measurement of the leukocytes in urine

CDISC Code: C51948
CDISC Submission Value: WBC
CDISC Synonym(s): Leukocytes; White Blood Cells
CDISC Definition: A measurement of the leukocytes in a biological specimen.
NCI Preferred Term: Leukocyte Count",CATEGORIC FINDING,FINDINGS,LBTEST,Leukocytes,URINALYSIS,,,,,,
